240,EMCS, บจ., เทพพนม ออโต้เซอร์วิส,,,120/7 ม.9 ซ.เทพพนม 24 ถ.ติวานนท์ ต.บางกระสอ,อ.เมือง,นนทบุรี,"02-950-7915 , 02-950-6956 , 081-685-5484",
241,EMCS,บจ.,อาทิชา การช่าง,137 ถ.ติวานนท์ ต.ท่าทราย,อ.เมือง,นนทบุรี,"02-591-4248 , 02-591-9560-1",
242,EMCS,บจ.,ณัฐกิจบวร,55 ม. 2 ซ. นิธิ ถ.งามวงศ์วาน,อ.เมือง,นนทบุรี,02-591-3854,
243,EMCS,บจ.,มนฑกานต์ยนต์,232 หมู่ 9 ถ. งามวงศ์วาน ต.บางกระสอ,อ.เมือง,นนทบุรี,02-591-3228,
244,EMCS,บจ.,รุ่งนิธิกลการ,117/13 ม.5 ซ.บางไผ่พัฒนา ต.บางไผ่,อ.เมือง,นนทบุรี,02-443-1031,
245,EMCS,บจ.,วินเนอร์ คาร์ เซอร์วิส,86 ม.2 ซ.เปรมฤทัย18 ถ.ติวานนท์45 ต.ท่าทราย,อ.เมือง,นนทบุรี,02-951-1891,
246,EMCS,บจ.,สามัคคีออโต้คาร์,49/038 ซ.หมู่บ้านสายันต์ 2 ถ.สามัคคี ต.ท่าทราย,อ.เมือง,นนทบุรี,02-952-1749,
247,EMCS,บจ.,สิรการช่าง,28/9 ซ.วัดบัวขวัญ หมู่ที่ 2 ถ.งามวงศ์วาน ต.บางเขน,อ.เมือง,นนทบุรี,"02-580-8183,02-952-5641",
248,EMCS,หจก.,มาสเตอร์พีซ บอดี้เซอร์วิส,44/2 ม.1 ถ.สามัคคี ต.ท่าทราย,อ.เมือง,นนทบุรี,02-952-0629,
249,EMCS,อู่,นําชัยรัตนาธิเบศร์,95/20 ซ.ประชาอุทิศ ถ.รัตนาธิเบศร์ ต.บางกระสอ,อ.เมือง,นนทบุรี,02-965-5510-5,
250,EMCS,อู่,ยงค์การช่าง,70/1 ม.2 ซ.งามวงศ์วาน21 ถ.งามวงศ์วาน ต.บางเขน,อ.เมือง,นนทบุรี,"02-589-5190 , 02-591-3237",
251,EMCS,หจก.,ดิเรกการาจ,56/44 ม.7 ซ.ประชาอุทิศ ถ.เลี่ยงเมือง ต.ตลาดขวัญ,อ.เมือง,นนทบุรี,"086-702-5899, 081-803-4586, 081-457-7073 ,02-965-4513",
252,EMCS,หจก.,เทียนชัย (2009) การาจ,40/4 หมู่ 3 ต.บางรักน้อย,อ.เมือง,นนทบุรี,"02-921-8381,086-258-9885,086-317-3254",
253,EMCS,หจก.,เอ็น.เค.วินัยการาจ (ไทยแลนด์),169 ถ.สามัคคี ต.ท่าทราย,อ.เมือง,นนทบุรี,"02-952-3246,02-952-2800",
255,EMCS,บจก.,มารวยการาจ,122/149-150 หมู่ 5 ต.มหาสวัสดิ์,อ.บางกรวย,นนทบุรี,02-878-6088,
256,EMCS,บจ.,ดี ดี เซอร์วิส แอนด์ การาจ,14/15 ม.7 ถ.บางกรวย-ไทรน้อย ต.บางกรวย,อ.บางกรวย,นนทบุรี,"02-443-0120 , 02-883-6104 , 081-726-4339 , 081-413-2421",
257,EMCS,บจ.,บัญชากลการ แอนด์ เซอร์วิส,45/21 ถ.บางกรวย-ไทยน้อย ก่อนถึงวัดจันทน์ ต.บางกรวย,อ.บางกรวย,นนทบุรี,"02-446-0619 , 02-446-0547",
258,EMCS,บจ.,พี.เอ็น.เค.บอดี้ออโต้เซอร์วิส,42/6 ม.1 ถ.บางกรวย-ไทรน้อย ต.บางกรวย,อ.บางกรวย,นนทบุรี,02-879-3582-3,
259,EMCS,บจ.,หงษ์อนันต์ คาร์แคร์,117/9 ม.2 ถ.บางกรวย-ไทรน้อย ต.บางสีทอง,อ.บางกรวย,นนทบุรี,"02-447-1516-7 , 089-109-1853",
260,EMCS,อู่,พระราม 5 บอดี้เซอร์วิส,37/1 ม.3 ข้ามคลองบางกอกน้อย ต.บางสีทอง,อ.บางกรวย,นนทบุรี,02-447-6209-10,
261,EMCS,บจ.,เจริญกิจ ออโต้ เซอร์วิส,54/3 ซ.วัดไผ่เหลือง หมู่ที่ 4 ถ.รัตนาธิเบศร์ ต.บางรักพัฒนา,อ.บางบัวทอง,นนทบุรี,"02-921-1943-4 , 02-921-2587",
269,EMCS,บจ.,แจ้งวัฒนะ 23 ออโต้,62/43 ม.4 ซ.แจ้งวัฒนะ23 ต.คลองเกลือ,อ.ปากเกร็ด,นนทบุรี,"02-962-1601-2 , 081-828-2183 , 081-298-3344",
270,EMCS,บจ.,นาริน บอดี้คาร์,66 ม.5 ถ.รัตนาธิเบศน์ ต.ท่าอิฐ,อ.ปากเกร็ด,นนทบุรี,02-924-5400-3,
271,EMCS,บจ.,นําสมัย เซอร์วิส,37/10 ม.9 ซ.สหกรณ์ 3 ถ.ติวานนท์ ต.บางพูด,อ.ปากเกร็ด,นนทบุรี,02-964-1648-9,
272,EMCS,หจก.,เอเชีย การาจ,54/1 ม.5 ถ.ภูมิเวท ต.ปากเกร็ด,อ.ปากเกร็ด,นนทบุรี,"0-2584-2846 , 02-583-0842,081-342-6619,089-9887556",
273,EMCS,หจก.,สลักเหนือ การาจ,26/2 ม.5 ถ.ติวานนท์ ต.บ้านใหม่,อ.ปากเกร็ด,นนทบุรี,02-961-9126-7
274,EMCS,อู่,ยงค์การช่าง,37/16 ซ.เกร็ดมณี ถ.ติวานนท์ ต.บางพูด,อ.ปากเกร็ด,นนทบุรี,02-583-1222-3,
275,EMCS,บจ.,เจริญกิจ ราชพฤกษ์ (สาขา),71/15 หมู่ 1 ต.ท่าอิฐ,อ.ปากเกร็ด,นนทบุรี,02-195-2235-35,
279,EMCS,บจ.,ร่วมเสริมลาภ ออโต้ เซอร์วิส,44 หมู่ที่ 7 ต.สวนพริกไทย,อ.เมือง,ปทุมธานี,02-959-6820-6,
280,EMCS,หจก.,ส.รัชนีออโต้คาร์,73 ม.3 ซ.วัดดาวเรือง ถ.รังสิต-ปทุมธานี ต.บางพูน,อ.เมือง,ปทุมธานี,02-959-5470-2,", 081-258-2032",
281,EMCS,หจก.,ส.ปทุมรวมใจ เซอร์วิส,53 ถ.ปทุมธานี-สามโคก ต.บางปรอก,อ.เมือง,ปทุมธานี,"02-978-1499 , 086-323-5714",
282,EMCS,หจก.,เอส.เอส.ออโต้,99/112 ม.1 ต.บ้านใหม่,อ.เมือง,ปทุมธานี,"02-501-3534,02-961-3973,089-201-6558",
283,EMCS,อู่,ดํารงการช่าง,38/3 หมู่ 5 ต.บางพูน,อ.เมือง,ปทุมธานี,"02-567-0694,567-3294",
284,EMCS,บจ.,พี.พี.เอ็ม.ออโต้ไฮเทค,111 ม.7 ต.คลองสอง,อ.คลองหลวง,ปทุมธานี,02-901-5993-5,
285,EMCS,อู่,ศูนย์ซ่อมมาตรฐานคลอง 2 การาจ,เลขที่ 2/5 หมู่ที่ 1 (ซอยบงกช 89) ตําบลคลองสอง,อ.คลองหลวง,ปทุมธานี,"02-533-0198,089-9228892",
286,EMCS,บจ.,บี.ที.พลัส,11/16 หมู่ 5 ซอย 5/5 ถ.เลียบคลองสาม ต.คลองสาม,อ.คลองหลวง,ปทุมธานี,02-901-0977,
287,EMCS,บจ.,เด็ดดี เซอร์วิส,1/78 ซ.เอราวัณ 19 ม.13 ต.คลองสอง,อ.คลองหลวง,ปทุมธานี,02-908-5571-4,
288,EMCS,บจ.,สามชัยการาจ,4/292 ม.3 ถ.พหลโยธิน ต.คลองหนึ่ง,อ.คลองหลวง,ปทุมธานี,0-2902-0072-3,
289,EMCS,หจก.,มงคลชัย การาจ แอนด์ เซอร์วิส,9/14 หมู่ 17 ต.คลองหนึ่ง,อ.คลองหลวง,ปทุมธานี,02-901-7458-9,
290,EMCS,อู่,สุณีการช่าง จํากัด,52/109 ไทยธานีซอย 9 ถนนพหลโยธิน ต.คลองหนึ่ง,อ.คลองหลวง,ปทุมธานี,"02-908-7809,081-257-4233",
291,EMCS,หจก.,คลองหลวง ออโต้เซอร์วิส,51/1 หมู่ 6 ต.คลองสี่,อ.คลองหลวง,ปทุมธานี,"02-902-7787,089-149-9973,083-134-4324,081-132-2637",
292,EMCS,บจ.,เจ.วี บอดี้คาร์เซอร์วิส,336/988 ม.1 ถ.วิภาวดี-รังสิต ต.ประชาธิปัตย์,อ.ธัญบุรี,ปทุมธานี,02-992-3101-2,(K.ธวัชชัย)
293,EMCS,บจ.,อู่ยอดการช่างพัฒนา,77/467 ถ.รังสิต-นครนายก ต.ประชาธิปัตย์,อ.ธัญบุรี,ปทุมธานี,"02-533-0389 , 02-996-0809",
294,EMCS,บจ.,คลองสี่ทวีคูณ,99/3 หมู่ 2 ถ.รังสิต-นครนายก ต.บึงยี่โถ,อ.ธัญบุรี,ปทุมธานี,02-990-9831,
295,EMCS,หจก.,โชติดํารง เซอร์วิส,41/4 หมู่ที่ 11 ถ.ลําลูกกา ต.บึงทองหลาง,อ.ลําลูกกา,ปทุมธานี,02-987-0308,
296,EMCS,หจก.,อู่ตึ๋ง เซอร์วิส,5/19 หมู่ 5 ซ.ร่วมสุข 6 ถ.ไสวประชาราษฏร์ ต.ลาดสวาย,อ.ลําลูกกา,ปทุมธานี,"081-624-7314,081-298-2007",
305,EMCS,อู่,ก้องเกียรติ์คาร์แคร์,50/22 ซ.บุญศิริ หมู่ที่ 3 ถ.สุขุมวิท ต.บางเมือง,อ.เมือง,สมุทรปราการ,"02-175-6703,02-175-6698",
306,EMCS,อู่,พบช่าง ออโต้,462 ม.5 ซ.นาคดี ถ.พุทธรักษา ต.แพรกษา,อ.เมือง,สมุทรปราการ,"02-728-5141-2 , 081-734-0063 , 087-818-1261",
307,EMCS,บจ.,พัฒนายนต์ การาจ,4048 ม.3 ซ.วัดด่าน ถ.สุขุมวิท 113 ต.สําโรงเหนือ,อ.เมือง,สมุทรปราการ,"02-757-3457 , 02-394-2958",
308,EMCS,อู่,วริศ การาจ,456/2 ถ.สุขุมวิท ต.ปากน้ํา,อ.เมือง,สมุทรปราการ,"02-702-5187 , 089-017-8434",
309,EMCS,อู่,168 การาจ,1606 ม.9 ใกล้ศูนย์โตโยต้า ถ.ปู่เจ้าสําโรง ต.เทพารักษ์,อ.เมือง,สมุทรปราการ,02-384-1717-8,
310,EMCS,บจ.,27 พี,259 หมู่ 10 ซ.แบริ่ง 30 ถนนสุขุมวิท 107 ต.สําโรงเหนือ,อ.เมือง,สมุทรปราการ,"02-743-2733 , 086-361-2961",
311,EMCS,อู่,อารี การช่าง,1315 ถ.ศรีนครินทร์ ซ.สุขุมวิท 107 (แบริ่ง) ต.สําโรงเหนือ,อ.เมือง,สมุทรปราการ,02-758-7458-60,
312,EMCS,อู่,ฮ้อ การาจ,35 ซ. 35 อัศวนนท์ ถ.สุขุมวิท ต.ปากน้ํา,อ.เมือง,สมุทรปราการ,02-388-0700,
313,EMCS,บจ.,ที การาจ,68 หมู่ 4 ถ.สุขุมวิท ต.เทพารักษ์,อ.เมือง,สมุทรปราการ,"02-758-3243,02-394-5000",
316,EMCS,บจ.,อู่ อนันต์ชัย เซอร์วิส,23/1-2 ซ.ไปรษณีย์-วัดด่าน ถ.บางพลี-ตําหรุ ต.บางพลีใหญ่,บางพลี,สมุทรปราการ,02-751-1033-4,
317,EMCS,บจ.,เอส.ซี.เอฟ เซอร์วิส,36/2 ม.3 ต.บางพลีใหญ่,บางพลี,สมุทรปราการ,"02-755-3846,02-755-5361,081-860-9916,085-903-9937",
328,EMCS,หจก.,โปรฟิกส์ บอดี้ เซอร์วิส,280 ม.12 ซ.เพชรเกษม 87 ต.อ้อมน้อย อ,อ.กระทุ่มแบน,สมุทรสาคร,"02-811-1101-2 , 02-813-8322-3",
329,EMCS,บจ.,ทิพย์สุวรรณกลการ,99/3 ม.4 หลังวัดเทพศิรินธร ต.อ้อมน้อย,อ.กระทุ่มแบน,สมุทรสาคร,"02-810-9698,02-810-0674,02-420-5405",
330,EMCS,อู่,ไทยเฮงหลี ออโต้เซอร์วิส,449 ม.2 ถ.เศรษฐกิจ ต.อ้อมน้อย,อ.กระทุ่มแบน,สมุทรสาคร,"02-810-1293 , 02-810-0323",
331,EMCS,บจ.,พงษ์สิทธิ การาจ,149/368 ซ.เพชรเกษม 95 ม. 13 ถ.เพชรเกษม ต.อ้อมน้อย,อ.กระทุ่มแบน,สมุทรสาคร,02-813-7094-5,
332,EMCS,บจ.,พี.ซี.บอดี้ (2005),54/2 หมู่ที่ 4 ถ.เพชรเกษม ต.อ้อมน้อย,อ.กระทุ่มแบน,สมุทรสาคร,02-810-4810 (086)307-8430,
333,EMCS,หจก.,โรจน์สยาม เซอร์วิส,395 หมู่ 4 ถนนเศรษฐกิจ วปอ.11,อ.กระทุ่มแบน,สมุทรสาคร,"02-429-1525 ,
337,,บจ. สมุทรสงคราม บอดี้ คาร์,,2/3 หมู่ 1 ถ.พระราม 2 ต.บางแก้ว,อ.เมือง,"สมุทรสงคราม(034)723-537,081-763-4885",
